,uid,first_seen,last_seen,stream_count,comment_count
21101543,21101543,2021-05-08,2022-05-11,17,42
10712732,10712732,2021-05-08,2022-05-11,21,34
8579866,8579866,2021-05-08,2022-05-11,142,1305
8135053,8135053,2021-05-08,2022-05-11,29,60
19688118,19688118,2021-05-08,2022-05-11,19,36
36452527,36452527,2021-05-08,2022-05-11,119,459
100016100,100016100,2021-05-08,2022-05-08,163,2694
13856257,13856257,2021-05-09,2022-05-08,49,61
23174191,23174191,2021-05-09,2022-05-11,23,73
13906526,13906526,2021-05-09,2022-05-11,214,4403
82204150,82204150,2021-05-09,2022-05-11,10,63
53960205,53960205,2021-05-09,2022-05-08,216,1982
22718836,22718836,2021-05-09,2022-05-11,64,95
12650925,12650925,2021-05-09,2022-05-08,107,483
2447989,2447989,2021-05-09,2022-05-11,31,123
2173130,2173130,2021-05-09,2022-05-11,26,125
12430878,12430878,2021-05-09,2022-05-11,16,48
46245296,46245296,2021-05-09,2022-05-08,56,152
26164952,26164952,2021-05-09,2022-05-11,208,292
3119585,3119585,2021-05-09,2022-05-08,58,264
31258184,31258184,2021-05-09,2022-05-11,75,171
33810756,33810756,2021-05-09,2022-05-11,102,171
22900901,22900901,2021-05-09,2022-05-11,53,772
34096888,34096888,2021-05-09,2022-05-11,19,55
273208554,273208554,2021-05-11,2022-05-11,31,269
399904548,399904548,2021-05-11,2022-05-11,103,1419
1902604465,1902604465,2021-05-11,2022-05-08,27,260
171866814,171866814,2021-05-11,2022-05-11,55,636
35480604,35480604,2021-05-11,2022-05-11,52,772
2232387,2232387,2021-05-11,2022-05-11,180,917
14117147,14117147,2021-05-11,2022-05-08,46,653
169195225,169195225,2021-05-11,2022-05-11,68,201
14909031,14909031,2021-05-11,2022-05-11,37,173
37197678,37197678,2021-05-11,2022-05-11,26,34
1636004,1636004,2021-05-11,2022-05-11,38,90
381359902,381359902,2021-05-11,2022-05-11,33,130
1560566,1560566,2021-05-11,2022-05-11,68,356
13557835,13557835,2021-05-11,2022-05-11,28,66
4931764,4931764,2021-05-11,2022-05-08,78,180
13026702,13026702,2021-05-11,2022-05-08,107,335
8326869,8326869,2021-05-11,2022-05-11,175,905
39638673,39638673,2021-05-11,2022-05-11,97,358
36841320,36841320,2021-05-13,2022-05-11,131,1178
85894371,85894371,2021-05-13,2022-05-08,143,322
23817598,23817598,2021-05-13,2022-05-11,83,881
2803944,2803944,2021-05-13,2022-05-11,54,187
284593207,284593207,2021-05-13,2022-05-11,27,347
23256076,23256076,2021-05-13,2022-05-11,203,2128
37808114,37808114,2021-05-13,2022-05-08,133,233
308910613,308910613,2021-05-13,2022-05-11,91,636
23245977,23245977,2021-05-13,2022-05-11,34,68
39450501,39450501,2021-05-13,2022-05-08,35,41
13820039,13820039,2021-05-13,2022-05-08,193,2034
2598588,2598588,2021-05-13,2022-05-11,50,390
1415821,1415821,2021-05-13,2022-05-08,177,424
151966620,151966620,2021-05-13,2022-05-11,42,77
379803476,379803476,2021-05-13,2022-05-11,12,44
27878892,27878892,2021-05-13,2022-05-11,84,952
11998721,11998721,2021-05-13,2022-05-11,13,14
16519378,16519378,2021-05-13,2022-05-08,143,477
24786406,24786406,2021-05-13,2022-05-11,59,311
34798239,34798239,2021-05-13,2022-05-11,25,48
22973005,22973005,2021-05-13,2022-05-08,79,471
150089804,150089804,2021-05-13,2022-05-11,66,383
5328568,5328568,2021-05-13,2022-05-11,33,122
39705649,39705649,2021-05-13,2022-05-08,42,174
40872323,40872323,2021-05-13,2022-05-08,108,259
348465186,348465186,2021-05-13,2022-05-11,137,390
7067898,7067898,2021-05-13,2022-05-11,21,102
1905363,1905363,2021-05-13,2022-05-11,143,1302
441041,441041,2021-05-13,2022-05-11,55,114
11785223,11785223,2021-05-13,2022-05-08,13,19
17057274,17057274,2021-05-13,2022-05-11,94,529
91240511,91240511,2021-05-13,2022-05-11,116,984
91524785,91524785,2021-05-13,2022-05-11,99,234
38180191,38180191,2021-05-13,2022-05-11,14,18
403965,403965,2021-05-13,2022-05-11,199,1133
12713677,12713677,2021-05-13,2022-05-11,26,61
10038163,10038163,2021-05-13,2022-05-08,230,941
252436978,252436978,2021-05-13,2022-05-11,155,2898
356354539,356354539,2021-05-13,2022-05-11,50,234
87628277,87628277,2021-05-13,2022-05-11,151,680
155980244,155980244,2021-05-13,2022-05-11,114,314
2456577,2456577,2021-05-13,2022-05-08,132,290
152433246,152433246,2021-05-13,2022-05-08,51,87
38836698,38836698,2021-05-13,2022-05-11,16,48
471522968,471522968,2021-05-13,2022-05-11,25,84
33532202,33532202,2021-05-13,2022-05-08,214,313
16457944,16457944,2021-05-14,2022-05-11,151,1625
31197681,31197681,2021-05-14,2022-05-08,125,403
37734798,37734798,2021-05-14,2022-05-11,209,1080
1829271,1829271,2021-05-14,2022-05-11,60,531
2078393,2078393,2021-05-14,2022-05-11,25,89
3188507,3188507,2021-05-14,2022-05-08,161,740
36506467,36506467,2021-05-14,2022-05-11,42,216
12970907,12970907,2021-05-14,2022-05-08,58,67
159102855,159102855,2021-05-14,2022-05-08,135,628
18425562,18425562,2021-05-14,2022-05-11,70,176
3737519,3737519,2021-05-14,2022-05-11,11,34
18220926,18220926,2021-05-14,2022-05-08,124,234
24365324,24365324,2021-05-14,2022-05-11,13,36
18492656,18492656,2021-05-14,2022-05-08,149,1949
29554354,29554354,2021-05-14,2022-05-11,14,53
37547167,37547167,2021-05-14,2022-05-11,213,2140
183616822,183616822,2021-05-14,2022-05-08,165,722
477491867,477491867,2021-05-15,2022-05-11,41,262
10312540,10312540,2021-05-15,2022-05-11,62,348
10922408,10922408,2021-05-15,2022-05-11,57,139
18429249,18429249,2021-05-15,2022-05-11,31,77
12574572,12574572,2021-05-15,2022-05-08,97,99
87318116,87318116,2021-05-15,2022-05-08,32,52
2645267,2645267,2021-05-15,2022-05-08,179,515
3818949,3818949,2021-05-15,2022-05-11,185,3444
43793298,43793298,2021-05-15,2022-05-08,180,274
11024530,11024530,2021-05-15,2022-05-11,33,94
122593885,122593885,2021-05-15,2022-05-11,23,92
36814810,36814810,2021-05-15,2022-05-11,31,43
326712398,326712398,2021-05-15,2022-05-11,91,766
862135,862135,2021-05-15,2022-05-11,117,702
34803214,34803214,2021-05-15,2022-05-11,191,1538
14142441,14142441,2021-05-15,2022-05-11,65,322
258949305,258949305,2021-05-15,2022-05-11,29,68
39647783,39647783,2021-05-15,2022-05-11,29,162
259645024,259645024,2021-05-15,2022-05-11,32,59
30619514,30619514,2021-05-15,2022-05-11,84,207
25640512,25640512,2021-05-15,2022-05-11,54,201
12238455,12238455,2021-05-15,2022-05-11,24,63
24860467,24860467,2021-05-15,2022-05-08,163,836
6153530,6153530,2021-05-15,2022-05-08,31,118
34265470,34265470,2021-05-15,2022-05-11,11,36
7981836,7981836,2021-05-15,2022-05-11,12,15
37448274,37448274,2021-05-15,2022-05-11,10,11
251348420,251348420,2021-05-15,2022-05-11,222,2650
243971110,243971110,2021-05-15,2022-05-08,10,14
148044975,148044975,2021-05-15,2022-05-11,96,336
339881530,339881530,2021-05-16,2022-05-11,20,79
328512414,328512414,2021-05-16,2022-05-11,36,342
11200340,11200340,2021-05-16,2022-05-11,105,450
351082005,351082005,2021-05-16,2022-05-11,137,268
1856687,1856687,2021-05-16,2022-05-11,113,803
7312797,7312797,2021-05-16,2022-05-08,121,362
185808640,185808640,2021-05-16,2022-05-08,209,1261
39676698,39676698,2021-05-16,2022-05-11,79,1106
85628580,85628580,2021-05-16,2022-05-08,138,233
7911077,7911077,2021-05-16,2022-05-11,195,1214
32946806,32946806,2021-05-16,2022-05-11,15,54
9590041,9590041,2021-05-16,2022-05-11,21,43
175084127,175084127,2021-05-16,2022-05-11,117,1238
12542283,12542283,2021-05-16,2022-05-11,54,220
21885727,21885727,2021-05-16,2022-05-11,33,307
13418150,13418150,2021-05-16,2022-05-11,17,47
108448331,108448331,2021-05-16,2022-05-08,111,295
250634460,250634460,2021-05-16,2022-05-11,21,55
22579629,22579629,2021-05-19,2022-05-08,27,46
6509744,6509744,2021-05-19,2022-05-11,14,24
290291679,290291679,2021-05-19,2022-05-11,20,26
22597789,22597789,2021-05-19,2022-05-11,20,137
33124751,33124751,2021-05-19,2022-05-11,108,1113
290899717,290899717,2021-05-19,2022-05-11,69,306
785097,785097,2021-05-19,2022-05-11,224,1327
63016668,63016668,2021-05-19,2022-05-11,38,81
1395983,1395983,2021-05-19,2022-05-11,14,85
171191556,171191556,2021-05-19,2022-05-11,258,2877
74469971,74469971,2021-05-19,2022-05-08,10,18
6634460,6634460,2021-05-19,2022-05-08,74,158
493267965,493267965,2021-05-19,2022-05-11,87,568
33848069,33848069,2021-05-19,2022-05-11,20,54
4513337,4513337,2021-05-19,2022-05-11,155,2400
15285861,15285861,2021-05-19,2022-05-08,111,117
222802337,222802337,2021-05-19,2022-05-11,94,291
324855534,324855534,2021-05-19,2022-05-11,13,64
317493030,317493030,2021-05-19,2022-05-11,128,981
2042585,2042585,2021-05-19,2022-05-11,21,34
157505228,157505228,2021-05-19,2022-05-11,16,71
440918994,440918994,2021-05-19,2022-05-11,83,493
394038521,394038521,2021-05-19,2022-05-11,56,178
14025477,14025477,2021-05-19,2022-05-11,63,297
507159480,507159480,2021-05-19,2022-05-08,61,136
90443140,90443140,2021-05-19,2022-05-11,25,148
37117256,37117256,2021-05-19,2022-05-11,25,103
341823795,341823795,2021-05-19,2022-05-11,189,1078
4772722,4772722,2021-05-19,2022-05-11,15,62
15835551,15835551,2021-05-19,2022-05-08,17,31
2739792,2739792,2021-05-19,2022-05-11,105,484
291227936,291227936,2021-05-19,2022-05-11,23,73
39550786,39550786,2021-05-19,2022-05-11,45,169
339098900,339098900,2021-05-19,2022-05-11,32,80
343650289,343650289,2021-05-19,2022-05-11,116,358
39930520,39930520,2021-05-19,2022-05-11,39,319
3779053,3779053,2021-05-19,2022-05-11,86,211
765294,765294,2021-05-19,2022-05-11,174,450
27410476,27410476,2021-05-19,2022-05-11,27,199
240732370,240732370,2021-05-19,2022-05-11,38,265
404664227,404664227,2021-05-19,2022-05-08,11,13
1301219867,1301219867,2021-05-19,2022-05-11,15,38
180211855,180211855,2021-05-19,2022-05-08,141,301
1693679,1693679,2021-05-19,2022-05-08,276,3263
121299268,121299268,2021-05-19,2022-05-11,10,11
43801257,43801257,2021-05-19,2022-05-11,46,110
38823094,38823094,2021-05-20,2022-05-11,41,129
1708519,1708519,2021-05-20,2022-05-08,149,550
4321348,4321348,2021-05-20,2022-05-11,24,51
20736920,20736920,2021-05-20,2022-05-08,62,100
11345278,11345278,2021-05-20,2022-05-11,60,283
1524001,1524001,2021-05-20,2022-05-11,77,353
5912536,5912536,2021-05-20,2022-05-08,122,232
338299223,338299223,2021-05-20,2022-05-11,45,148
204880,204880,2021-05-20,2022-05-08,10,10
30093976,30093976,2021-05-20,2022-05-11,58,246
37599403,37599403,2021-05-20,2022-05-11,64,270
36257632,36257632,2021-05-20,2022-05-11,61,128
4858076,4858076,2021-05-21,2022-05-11,15,22
4728600,4728600,2021-05-21,2022-05-11,39,556
4572890,4572890,2021-05-21,2022-05-11,60,488
8672826,8672826,2021-05-21,2022-05-11,22,44
11671575,11671575,2021-05-21,2022-05-08,227,3171
352196113,352196113,2021-05-21,2022-05-11,19,48
4401853,4401853,2021-05-21,2022-05-11,175,1722
73476496,73476496,2021-05-21,2022-05-11,125,310
354500387,354500387,2021-05-21,2022-05-11,24,44
186381856,186381856,2021-05-21,2022-05-11,30,72
10868593,10868593,2021-05-21,2022-05-11,53,255
290744729,290744729,2021-05-21,2022-05-08,24,69
2485665,2485665,2021-05-21,2022-05-08,43,353
37180197,37180197,2021-05-21,2022-05-11,32,103
1994014282,1994014282,2021-05-21,2022-05-11,17,46
344240355,344240355,2021-05-21,2022-05-11,63,267
9377718,9377718,2021-05-21,2022-05-08,171,637
3550300,3550300,2021-05-21,2022-05-08,84,173
63403867,63403867,2021-05-21,2022-05-08,39,74
111155312,111155312,2021-05-21,2022-05-11,18,28
26495586,26495586,2021-05-21,2022-05-11,101,298
1752421,1752421,2021-05-21,2022-05-11,93,1890
344396820,344396820,2021-05-21,2022-05-08,78,447
355931,355931,2021-05-21,2022-05-11,22,95
73704602,73704602,2021-05-21,2022-05-11,18,20
451852884,451852884,2021-05-21,2022-05-08,54,59
9835573,9835573,2021-05-21,2022-05-11,43,87
32025412,32025412,2021-05-21,2022-05-11,26,42
169370518,169370518,2021-05-21,2022-05-11,18,55
384571326,384571326,2021-05-21,2022-05-11,106,498
355869862,355869862,2021-05-21,2022-05-08,43,115
85919597,85919597,2021-05-22,2022-05-08,33,65
11323729,11323729,2021-05-22,2022-05-08,41,48
4397473,4397473,2021-05-22,2022-05-11,21,24
3876197,3876197,2021-05-22,2022-05-11,34,92
241268511,241268511,2021-05-22,2022-05-11,49,282
86501057,86501057,2021-05-22,2022-05-11,12,22
14479032,14479032,2021-05-22,2022-05-11,96,1103
243650463,243650463,2021-05-22,2022-05-11,33,82
11075516,11075516,2021-05-22,2022-05-08,50,56
40593832,40593832,2021-05-22,2022-05-11,14,17
346129464,346129464,2021-05-22,2022-05-08,39,75
20211776,20211776,2021-05-26,2022-05-08,64,156
8121533,8121533,2021-05-26,2022-05-11,84,469
628662030,628662030,2021-05-26,2022-05-11,101,1975
35596299,35596299,2021-05-26,2022-05-08,150,669
259871924,259871924,2021-05-26,2022-05-11,19,114
111168320,111168320,2021-05-26,2022-05-11,167,781
590902,590902,2021-05-26,2022-05-08,220,5065
17465066,17465066,2021-05-26,2022-05-11,23,280
243761620,243761620,2021-05-26,2022-05-08,27,87
1716124112,1716124112,2021-05-26,2022-05-11,36,115
4599323,4599323,2021-05-26,2022-05-11,237,2564
37554359,37554359,2021-05-26,2022-05-08,81,105
338185764,338185764,2021-05-26,2022-05-11,55,361
6948476,6948476,2021-05-26,2022-05-11,192,1864
49488081,49488081,2021-05-26,2022-05-11,24,45
22369619,22369619,2021-05-26,2022-05-11,21,29
27896265,27896265,2021-05-26,2022-05-08,111,1471
27666683,27666683,2021-05-26,2022-05-11,77,259
23068248,23068248,2021-05-26,2022-05-11,67,129
23523619,23523619,2021-05-26,2022-05-11,31,78
8546488,8546488,2021-05-26,2022-05-11,72,333
10135450,10135450,2021-05-26,2022-05-11,109,262
285713381,285713381,2021-05-26,2022-05-11,163,1094
2119300,2119300,2021-05-26,2022-05-08,114,222
13119107,13119107,2021-05-26,2022-05-11,84,378
1445888,1445888,2021-05-26,2022-05-11,22,34
350340178,350340178,2021-05-26,2022-05-08,98,1209
1781668,1781668,2021-05-26,2022-05-08,198,1195
13788354,13788354,2021-05-26,2022-05-11,259,5625
3585598,3585598,2021-05-26,2022-05-11,160,779
15412312,15412312,2021-05-26,2022-05-11,11,23
248983118,248983118,2021-05-26,2022-05-08,162,761
551490,551490,2021-05-26,2022-05-08,112,253
2743624,2743624,2021-05-26,2022-05-11,33,249
3544485,3544485,2021-05-26,2022-05-11,159,1767
2124927,2124927,2021-05-26,2022-05-11,13,46
20802666,20802666,2021-05-27,2022-05-11,48,179
15417917,15417917,2021-05-27,2022-05-11,31,52
10256862,10256862,2021-05-27,2022-05-08,127,318
172407294,172407294,2021-05-27,2022-05-11,53,445
19360609,19360609,2021-05-27,2022-05-11,22,43
23309829,23309829,2021-05-27,2022-05-11,23,147
228343978,228343978,2021-05-27,2022-05-11,13,17
141072278,141072278,2021-05-27,2022-05-11,28,64
243696418,243696418,2021-05-27,2022-05-11,23,31
1827807,1827807,2021-05-27,2022-05-11,33,67
291088079,291088079,2021-05-27,2022-05-11,38,84
12461654,12461654,2021-05-27,2022-05-08,22,87
13424158,13424158,2021-05-27,2022-05-11,29,62
11548072,11548072,2021-05-27,2022-05-11,18,50
3664304,3664304,2021-05-27,2022-05-11,28,128
234307450,234307450,2021-05-27,2022-05-08,48,244
218773084,218773084,2021-05-27,2022-05-11,25,350
434956126,434956126,2021-05-27,2022-05-11,91,157
2467954,2467954,2021-05-27,2022-05-08,87,178
132599844,132599844,2021-05-27,2022-05-08,177,340
433287539,433287539,2021-05-27,2022-05-08,83,238
161085093,161085093,2021-05-27,2022-05-11,16,16
7937550,7937550,2021-05-27,2022-05-08,166,838
332992183,332992183,2021-05-27,2022-05-08,36,124
384160828,384160828,2021-05-27,2022-05-11,109,740
201104,201104,2021-05-27,2022-05-11,43,261
317503189,317503189,2021-05-27,2022-05-11,30,59
3732317,3732317,2021-05-27,2022-05-08,222,2397
11922138,11922138,2021-05-27,2022-05-11,10,19
285003802,285003802,2021-05-27,2022-05-08,103,152
12344592,12344592,2021-05-27,2022-05-11,63,107
2757585,2757585,2021-05-27,2022-05-11,44,159
14694365,14694365,2021-05-27,2022-05-11,11,14
65563689,65563689,2021-05-27,2022-05-11,63,605
13714826,13714826,2021-05-27,2022-05-11,117,616
163792786,163792786,2021-05-27,2022-05-11,18,33
17466121,17466121,2021-05-27,2022-05-11,68,230
13190879,13190879,2021-05-27,2022-05-11,76,873
276986943,276986943,2021-05-27,2022-05-08,178,5075
14427163,14427163,2021-05-27,2022-05-08,61,137
27082918,27082918,2021-05-27,2022-05-11,218,2800
406346450,406346450,2021-05-27,2022-05-11,97,1032
11627456,11627456,2021-05-27,2022-05-08,76,172
22872897,22872897,2021-05-27,2022-05-11,17,49
172315071,172315071,2021-05-27,2022-05-11,20,49
4386399,4386399,2021-05-27,2022-05-11,81,410
177354224,177354224,2021-05-27,2022-05-11,73,1011
21747020,21747020,2021-05-27,2022-05-08,193,1510
251115037,251115037,2021-05-27,2022-05-11,41,58
442307745,442307745,2021-05-27,2022-05-11,240,2803
1752588,1752588,2021-05-27,2022-05-11,55,225
6463696,6463696,2021-05-27,2022-05-11,232,612
12582259,12582259,2021-05-28,2022-05-08,53,107
6549629,6549629,2021-05-28,2022-05-08,88,342
14757486,14757486,2021-05-28,2022-05-11,32,88
12299227,12299227,2021-05-28,2022-05-11,53,222
20164151,20164151,2021-05-28,2022-05-08,76,110
38113761,38113761,2021-05-28,2022-05-11,25,43
743597,743597,2021-05-28,2022-05-11,99,961
8257905,8257905,2021-05-28,2022-05-08,191,2031
7737386,7737386,2021-05-28,2022-05-11,31,93
39835483,39835483,2021-05-28,2022-05-11,118,474
35992179,35992179,2021-05-28,2022-05-11,98,422
510953457,510953457,2021-05-28,2022-05-11,117,581
130872329,130872329,2021-05-28,2022-05-11,16,27
187980597,187980597,2021-05-28,2022-05-08,33,39
1453318,1453318,2021-05-28,2022-05-11,69,147
157482584,157482584,2021-05-28,2022-05-11,105,302
26727884,26727884,2021-05-28,2022-05-08,156,247
739159,739159,2021-05-29,2022-05-11,99,476
33380449,33380449,2021-05-29,2022-05-11,138,709
501062323,501062323,2021-05-29,2022-05-11,11,46
11594526,11594526,2021-05-29,2022-05-08,245,1521
12630520,12630520,2021-05-29,2022-05-11,149,540
476167253,476167253,2021-05-29,2022-05-11,216,639
306275713,306275713,2021-05-29,2022-05-08,49,402
33807726,33807726,2021-05-29,2022-05-11,10,24
5873508,5873508,2021-05-29,2022-05-11,88,349
30772681,30772681,2021-05-29,2022-05-11,20,116
24827499,24827499,2021-05-29,2022-05-11,10,16
201397812,201397812,2021-05-29,2022-05-11,99,256
32798894,32798894,2021-05-29,2022-05-08,251,1375
547246640,547246640,2021-05-29,2022-05-08,58,81
5540804,5540804,2021-05-29,2022-05-11,15,16
57481996,57481996,2021-05-29,2022-05-11,196,1540
293869327,293869327,2021-05-29,2022-05-11,139,657
51425798,51425798,2021-05-30,2022-05-11,85,319
8992556,8992556,2021-05-30,2022-05-11,30,120
33888108,33888108,2021-05-30,2022-05-11,32,104
4274225,4274225,2021-05-30,2022-05-11,145,716
194047,194047,2021-05-30,2022-05-11,141,946
12054077,12054077,2021-05-30,2022-05-11,26,40
585781,585781,2021-05-30,2022-05-11,141,369
8125467,8125467,2021-05-30,2022-05-11,128,351
37068127,37068127,2021-05-30,2022-05-08,129,247
283004263,283004263,2021-05-30,2022-05-11,54,254
360337644,360337644,2021-05-30,2022-05-11,23,36
3863009,3863009,2021-05-30,2022-05-08,128,1081
1569403159,1569403159,2021-05-30,2022-05-11,12,19
375261115,375261115,2021-05-30,2022-05-11,34,151
7627026,7627026,2021-05-30,2022-05-11,106,387
262527,262527,2021-05-30,2022-05-11,34,36
286567,286567,2021-05-30,2022-05-11,56,109
23639596,23639596,2021-05-30,2022-05-08,94,135
320525405,320525405,2021-05-30,2022-05-11,193,844
8566683,8566683,2021-05-30,2022-05-11,34,84
1569272,1569272,2021-05-30,2022-05-08,216,3216
13106054,13106054,2021-05-30,2022-05-08,37,133
14191971,14191971,2021-05-30,2022-05-11,20,56
6987335,6987335,2021-05-30,2022-05-11,119,254
3484679,3484679,2021-06-02,2022-05-11,40,768
17684502,17684502,2021-06-02,2022-05-08,118,490
23383648,23383648,2021-06-02,2022-05-08,45,47
7646853,7646853,2021-06-02,2022-05-11,117,358
24238193,24238193,2021-06-02,2022-05-08,269,5562
15137272,15137272,2021-06-02,2022-05-11,65,380
24569149,24569149,2021-06-02,2022-05-11,48,97
35472018,35472018,2021-06-02,2022-05-11,20,60
384023332,384023332,2021-06-02,2022-05-11,63,646
447208878,447208878,2021-06-02,2022-05-11,37,186
385168594,385168594,2021-06-02,2022-05-08,68,139
6501022,6501022,2021-06-02,2022-05-11,257,6254
486525114,486525114,2021-06-02,2022-05-11,41,124
85969192,85969192,2021-06-02,2022-05-11,14,17
305620919,305620919,2021-06-02,2022-05-11,14,46
7411864,7411864,2021-06-02,2022-05-11,10,13
267475455,267475455,2021-06-02,2022-05-11,27,43
178454294,178454294,2021-06-02,2022-05-11,12,13
7843965,7843965,2021-06-02,2022-05-08,251,2399
16531362,16531362,2021-06-02,2022-05-11,72,324
8137200,8137200,2021-06-02,2022-05-11,23,129
2384987,2384987,2021-06-02,2022-05-11,218,4645
243975947,243975947,2021-06-02,2022-05-11,49,686
38722164,38722164,2021-06-02,2022-05-11,52,113
28316800,28316800,2021-06-02,2022-05-11,151,404
401460703,401460703,2021-06-02,2022-05-08,99,666
8654017,8654017,2021-06-02,2022-05-11,20,39
7486474,7486474,2021-06-02,2022-05-11,82,257
102359830,102359830,2021-06-02,2022-05-08,70,185
67643112,67643112,2021-06-02,2022-05-11,10,43
299909022,299909022,2021-06-02,2022-05-11,48,190
39476382,39476382,2021-06-02,2022-05-11,50,217
8259342,8259342,2021-06-02,2022-05-08,66,140
398466520,398466520,2021-06-02,2022-05-08,128,2666
190258661,190258661,2021-06-02,2022-05-11,38,78
10703995,10703995,2021-06-02,2022-05-11,157,432
21359523,21359523,2021-06-02,2022-05-11,172,1286
10341071,10341071,2021-06-02,2022-05-11,45,170
352977408,352977408,2021-06-02,2022-05-11,95,474
17499115,17499115,2021-06-02,2022-05-11,96,453
15924764,15924764,2021-06-02,2022-05-08,235,2798
5823919,5823919,2021-06-02,2022-05-08,85,355
16566273,16566273,2021-06-02,2022-05-11,23,64
2940545,2940545,2021-06-02,2022-05-11,52,255
86902745,86902745,2021-06-02,2022-05-11,14,22
13193506,13193506,2021-06-02,2022-05-11,31,155
56817042,56817042,2021-06-02,2022-05-11,154,645
3482278,3482278,2021-06-02,2022-05-11,211,512
5350114,5350114,2021-06-02,2022-05-11,148,1922
10468115,10468115,2021-06-02,2022-05-11,96,240
2410271,2410271,2021-06-02,2022-05-11,10,43
26075843,26075843,2021-06-02,2022-05-11,121,1619
479271343,479271343,2021-06-02,2022-05-08,24,36
115257090,115257090,2021-06-02,2022-05-11,84,521
28757291,28757291,2021-06-02,2022-05-11,24,228
23609498,23609498,2021-06-02,2022-05-11,67,190
799083,799083,2021-06-02,2022-05-08,30,50
7917178,7917178,2021-06-02,2022-05-11,57,292
7055465,7055465,2021-06-02,2022-05-11,17,104
436751725,436751725,2021-06-02,2022-05-11,33,420
14671958,14671958,2021-06-02,2022-05-11,23,48
104312916,104312916,2021-06-02,2022-05-11,109,404
8016754,8016754,2021-06-02,2022-05-11,18,37
436538802,436538802,2021-06-02,2022-05-11,25,40
249554524,249554524,2021-06-02,2022-05-11,37,80
19296467,19296467,2021-06-02,2022-05-11,10,15
30953893,30953893,2021-06-02,2022-05-11,39,57
488491,488491,2021-06-02,2022-05-11,56,157
4995071,4995071,2021-06-02,2022-05-08,71,147
12579448,12579448,2021-06-02,2022-05-08,22,34
35775982,35775982,2021-06-02,2022-05-11,50,1487
419020863,419020863,2021-06-02,2022-05-11,68,163
39524828,39524828,2021-06-02,2022-05-11,18,230
88544295,88544295,2021-06-02,2022-05-11,15,22
14389997,14389997,2021-06-02,2022-05-11,15,93
109207638,109207638,2021-06-02,2022-05-11,10,35
253176753,253176753,2021-06-02,2022-05-11,25,54
336054342,336054342,2021-06-02,2022-05-11,43,182
38310413,38310413,2021-06-02,2022-05-11,59,230
20588527,20588527,2021-06-02,2022-05-11,15,26
13732642,13732642,2021-06-02,2022-05-11,51,221
28574326,28574326,2021-06-02,2022-05-11,30,64
8151071,8151071,2021-06-02,2022-05-08,141,663
10472,10472,2021-06-02,2022-05-11,227,9442
1997956,1997956,2021-06-02,2022-05-11,68,137
36556835,36556835,2021-06-02,2022-05-11,118,210
157414490,157414490,2021-06-02,2022-05-08,253,5290
34685357,34685357,2021-06-02,2022-05-11,17,65
9165263,9165263,2021-06-02,2022-05-11,56,247
33417711,33417711,2021-06-02,2022-05-08,125,587
50520176,50520176,2021-06-02,2022-05-11,84,765
14563348,14563348,2021-06-02,2022-05-11,51,109
52151919,52151919,2021-06-02,2022-05-11,10,27
159190809,159190809,2021-06-02,2022-05-08,136,378
3867835,3867835,2021-06-02,2022-05-08,15,22
49990630,49990630,2021-06-03,2022-05-08,20,28
323851237,323851237,2021-06-03,2022-05-11,11,56
12084646,12084646,2021-06-03,2022-05-11,10,16
11208769,11208769,2021-06-03,2022-05-11,71,173
3299249,3299249,2021-06-03,2022-05-11,10,11
435670368,435670368,2021-06-03,2022-05-11,149,1805
16025128,16025128,2021-06-03,2022-05-11,134,1444
41654428,41654428,2021-06-03,2022-05-11,21,88
36469774,36469774,2021-06-03,2022-05-11,58,248
8689094,8689094,2021-06-03,2022-05-11,76,233
11224054,11224054,2021-06-03,2022-05-08,33,51
4063814,4063814,2021-06-03,2022-05-11,55,353
12482140,12482140,2021-06-03,2022-05-08,27,44
95264368,95264368,2021-06-03,2022-05-11,10,12
343575,343575,2021-06-03,2022-05-11,10,11
15246033,15246033,2021-06-03,2022-05-11,164,603
36868467,36868467,2021-06-03,2022-05-11,22,68
87627274,87627274,2021-06-03,2022-05-11,33,67
245180255,245180255,2021-06-03,2022-05-11,10,60
23647127,23647127,2021-06-03,2022-05-11,119,1109
15064707,15064707,2021-06-03,2022-05-08,144,741
32080058,32080058,2021-06-03,2022-05-08,111,328
35809370,35809370,2021-06-03,2022-05-11,36,406
37539085,37539085,2021-06-03,2022-05-08,166,1054
86683171,86683171,2021-06-03,2022-05-11,19,40
189195777,189195777,2021-06-03,2022-05-11,13,30
21064145,21064145,2021-06-03,2022-05-08,36,38
24961525,24961525,2021-06-04,2022-05-11,60,524
37690130,37690130,2021-06-04,2022-05-11,27,50
37211543,37211543,2021-06-04,2022-05-11,87,368
593203,593203,2021-06-04,2022-05-08,136,302
9039428,9039428,2021-06-04,2022-05-08,114,379
15653282,15653282,2021-06-04,2022-05-08,39,41
2184577,2184577,2021-06-04,2022-05-11,23,67
4836077,4836077,2021-06-04,2022-05-11,25,41
7488810,7488810,2021-06-04,2022-05-11,198,853
24882170,24882170,2021-06-04,2022-05-08,93,227
56855864,56855864,2021-06-04,2022-05-11,153,535
2059831,2059831,2021-06-04,2022-05-11,137,560
12449000,12449000,2021-06-04,2022-05-11,17,42
30994938,30994938,2021-06-04,2022-05-08,11,13
9191722,9191722,2021-06-04,2022-05-11,34,136
