,uid,first_seen,last_seen,stream_count,comment_count
194423910,194423910,2021-10-06,2022-05-11,54,336
1633092,1633092,2021-10-06,2022-05-11,54,245
89628715,89628715,2021-10-06,2022-05-11,10,11
37141102,37141102,2021-10-06,2022-05-11,13,14
434135633,434135633,2021-10-06,2022-05-08,109,614
11408352,11408352,2021-10-06,2022-05-11,47,129
403798660,403798660,2021-10-06,2022-05-08,22,300
179139125,179139125,2021-10-07,2022-05-11,24,116
52611774,52611774,2021-10-07,2022-05-11,16,52
63948135,63948135,2021-10-07,2022-05-08,115,627
105406,105406,2021-10-07,2022-05-11,93,744
85648444,85648444,2021-10-07,2022-05-11,10,27
101142019,101142019,2021-10-07,2022-05-08,13,13
379354889,379354889,2021-10-07,2022-05-11,56,275
145047742,145047742,2021-10-13,2022-05-11,19,37
30356851,30356851,2021-10-13,2022-05-11,45,219
14144664,14144664,2021-10-13,2022-05-08,31,71
37726583,37726583,2021-10-13,2022-05-11,10,52
7367270,7367270,2021-10-13,2022-05-11,89,325
1923424,1923424,2021-10-13,2022-05-11,16,32
5216439,5216439,2021-10-13,2022-05-11,75,322
5782938,5782938,2021-10-13,2022-05-11,40,149
31321686,31321686,2021-10-13,2022-05-08,73,203
33721607,33721607,2021-10-13,2022-05-11,156,1072
689813494,689813494,2021-10-13,2022-05-11,91,1123
14035851,14035851,2021-10-13,2022-05-08,18,45
10385277,10385277,2021-10-13,2022-05-08,61,66
37073064,37073064,2021-10-13,2022-05-11,125,704
32854596,32854596,2021-10-13,2022-05-11,27,61
8914221,8914221,2021-10-13,2022-05-08,150,824
34217799,34217799,2021-10-13,2022-05-11,10,83
7969233,7969233,2021-10-13,2022-05-11,109,733
18228985,18228985,2021-10-13,2022-05-08,31,60
123252086,123252086,2021-10-13,2022-05-08,70,135
4399098,4399098,2021-10-13,2022-05-08,24,50
912500,912500,2021-10-13,2022-05-11,125,1051
396620924,396620924,2021-10-13,2022-05-11,50,201
38028309,38028309,2021-10-13,2022-05-11,26,34
36539331,36539331,2021-10-13,2022-05-08,29,38
146782082,146782082,2021-10-13,2022-05-11,112,436
488240066,488240066,2021-10-13,2022-05-11,19,148
9212353,9212353,2021-10-13,2022-05-08,40,80
8481354,8481354,2021-10-13,2022-05-11,16,28
475668375,475668375,2021-10-13,2022-05-11,17,53
287309099,287309099,2021-10-13,2022-05-11,39,399
392754476,392754476,2021-10-13,2022-05-11,47,1061
1355521,1355521,2021-10-13,2022-05-08,92,955
155998290,155998290,2021-10-13,2022-05-11,28,56
10738130,10738130,2021-10-13,2022-05-11,17,22
6452489,6452489,2021-10-13,2022-05-08,78,370
11944707,11944707,2021-10-13,2022-05-11,24,147
454429208,454429208,2021-10-13,2022-05-08,47,213
344712418,344712418,2021-10-14,2022-05-11,68,419
11584591,11584591,2021-10-14,2022-05-11,94,1453
410557214,410557214,2021-10-14,2022-05-11,71,288
74115990,74115990,2021-10-14,2022-05-08,60,215
17706964,17706964,2021-10-14,2022-05-08,28,81
36623022,36623022,2021-10-14,2022-05-11,68,627
85981773,85981773,2021-10-14,2022-05-11,86,367
11394956,11394956,2021-10-14,2022-05-11,23,66
1854358,1854358,2021-10-14,2022-05-11,111,244
400924878,400924878,2021-10-14,2022-05-11,10,20
284164921,284164921,2021-10-14,2022-05-08,46,47
39534768,39534768,2021-10-14,2022-05-11,86,144
18807937,18807937,2021-10-14,2022-05-11,13,45
32277664,32277664,2021-10-14,2022-05-08,15,20
273901293,273901293,2021-10-14,2022-05-11,68,143
14593789,14593789,2021-10-14,2022-05-11,26,78
12259741,12259741,2021-10-14,2022-05-11,26,73
22872358,22872358,2021-10-14,2022-05-11,16,44
73548574,73548574,2021-10-14,2022-05-11,39,210
155960322,155960322,2021-10-14,2022-05-11,41,156
11015445,11015445,2021-10-14,2022-05-08,47,210
29075654,29075654,2021-10-14,2022-05-08,138,1210
2418658,2418658,2021-10-14,2022-05-11,108,648
336057010,336057010,2021-10-14,2022-05-08,94,235
39226402,39226402,2021-10-14,2022-05-11,25,93
44507349,44507349,2021-10-14,2022-05-11,10,21
36854171,36854171,2021-10-14,2022-05-08,48,110
329087414,329087414,2021-10-16,2022-05-11,11,16
102371782,102371782,2021-10-16,2022-05-11,14,30
4134647,4134647,2021-10-16,2022-05-11,75,298
57210485,57210485,2021-10-16,2022-05-11,64,1394
20301400,20301400,2021-10-16,2022-05-11,39,65
26290276,26290276,2021-10-16,2022-05-11,38,228
130928165,130928165,2021-10-16,2022-05-11,31,57
22229990,22229990,2021-10-16,2022-05-08,65,205
5793593,5793593,2021-10-16,2022-05-08,101,829
135877293,135877293,2021-10-16,2022-05-11,20,73
57744078,57744078,2021-10-17,2022-05-11,88,354
6702403,6702403,2021-10-17,2022-05-11,26,40
15020245,15020245,2021-10-17,2022-05-08,39,72
491574832,491574832,2021-10-17,2022-05-08,49,149
27124853,27124853,2021-10-17,2022-05-11,27,105
394962995,394962995,2021-10-17,2022-05-11,33,383
12673957,12673957,2021-10-17,2022-05-08,22,41
11534640,11534640,2021-10-17,2022-05-08,98,148
22644439,22644439,2021-10-17,2022-05-11,140,7938
36576294,36576294,2021-10-17,2022-05-11,34,77
34465432,34465432,2021-10-17,2022-05-11,12,54
4264022,4264022,2021-10-17,2022-05-08,24,40
12817285,12817285,2021-10-17,2022-05-11,25,75
88556535,88556535,2021-10-17,2022-05-11,22,24
91294682,91294682,2021-10-18,2022-05-08,165,1700
98754153,98754153,2021-10-18,2022-05-11,26,39
281377202,281377202,2021-10-18,2022-05-08,18,119
222156586,222156586,2021-10-20,2022-05-11,99,889
89397931,89397931,2021-10-20,2022-05-11,12,31
1939191,1939191,2021-10-20,2022-05-11,144,1627
11699160,11699160,2021-10-20,2022-05-08,93,357
11946749,11946749,2021-10-20,2022-05-11,80,480
19538545,19538545,2021-10-20,2022-05-11,17,162
18621110,18621110,2021-10-20,2022-05-08,14,56
5295126,5295126,2021-10-20,2022-05-11,10,33
35784826,35784826,2021-10-20,2022-05-08,122,542
45774707,45774707,2021-10-20,2022-05-11,12,13
385642320,385642320,2021-10-20,2022-05-11,62,310
204321889,204321889,2021-10-20,2022-05-08,135,986
25391140,25391140,2021-10-20,2022-05-08,124,532
141426970,141426970,2021-10-20,2022-05-11,11,33
278227,278227,2021-10-20,2022-05-08,16,39
34907161,34907161,2021-10-20,2022-05-11,25,100
378916179,378916179,2021-10-20,2022-05-11,61,233
295346094,295346094,2021-10-20,2022-05-08,25,30
37937636,37937636,2021-10-20,2022-05-11,49,1868
480222319,480222319,2021-10-20,2022-05-08,128,967
185374363,185374363,2021-10-20,2022-05-11,28,75
5096311,5096311,2021-10-20,2022-05-11,53,389
107635817,107635817,2021-10-20,2022-05-08,131,973
1858131378,1858131378,2021-10-20,2022-05-11,19,56
6134699,6134699,2021-10-20,2022-05-08,16,30
436715104,436715104,2021-10-20,2022-05-11,16,31
59454028,59454028,2021-10-20,2022-05-08,23,26
381434616,381434616,2021-10-20,2022-05-11,54,182
22034468,22034468,2021-10-20,2022-05-11,40,126
16487539,16487539,2021-10-20,2022-05-08,18,33
39608810,39608810,2021-10-20,2022-05-11,97,557
251880384,251880384,2021-10-20,2022-05-11,91,238
4817042,4817042,2021-10-20,2022-05-11,40,463
4376323,4376323,2021-10-20,2022-05-11,23,78
364211,364211,2021-10-20,2022-05-11,107,910
390352706,390352706,2021-10-20,2022-05-11,40,130
22884031,22884031,2021-10-21,2022-05-08,80,1187
166621191,166621191,2021-10-21,2022-05-11,13,15
177001576,177001576,2021-10-21,2022-05-11,27,28
10991142,10991142,2021-10-21,2022-05-11,31,52
244723565,244723565,2021-10-21,2022-05-08,11,44
100461478,100461478,2021-10-21,2022-05-08,84,228
2497664,2497664,2021-10-21,2022-05-11,11,33
5594469,5594469,2021-10-21,2022-05-11,85,94
383996119,383996119,2021-10-22,2022-05-08,12,12
12321,12321,2021-10-22,2022-05-08,141,1635
689626,689626,2021-10-22,2022-05-11,88,505
157601,157601,2021-10-22,2022-05-11,64,173
307815136,307815136,2021-10-22,2022-05-08,52,111
179511032,179511032,2021-10-22,2022-05-11,18,22
85227075,85227075,2021-10-23,2022-05-08,72,146
179604006,179604006,2021-10-23,2022-05-11,50,109
476235981,476235981,2021-10-23,2022-05-08,43,134
291634199,291634199,2021-10-23,2022-05-08,13,13
13869988,13869988,2021-10-23,2022-05-08,88,761
145120794,145120794,2021-10-23,2022-05-08,12,60
27617013,27617013,2021-10-23,2022-05-08,45,95
42332641,42332641,2021-10-23,2022-05-11,58,164
279319036,279319036,2021-10-24,2022-05-08,115,1756
397080812,397080812,2021-10-24,2022-05-11,33,40
251181692,251181692,2021-10-24,2022-05-11,26,32
2643911,2643911,2021-10-27,2022-05-11,68,263
435991934,435991934,2021-10-27,2022-05-11,17,54
62320921,62320921,2021-10-27,2022-05-11,95,844
6067452,6067452,2021-10-27,2022-05-11,15,30
37084691,37084691,2021-10-27,2022-05-08,58,150
476204239,476204239,2021-10-27,2022-05-08,33,84
49987484,49987484,2021-10-27,2022-05-08,12,14
449972884,449972884,2021-10-27,2022-05-11,96,547
31442949,31442949,2021-10-27,2022-05-11,26,45
41413933,41413933,2021-10-28,2022-05-11,44,152
14028431,14028431,2021-10-28,2022-05-11,23,36
116468356,116468356,2021-10-28,2022-05-11,29,72
13617873,13617873,2021-10-28,2022-05-11,16,87
13370606,13370606,2021-10-28,2022-05-11,10,11
20815731,20815731,2021-10-28,2022-05-08,102,858
347829557,347829557,2021-10-29,2022-05-08,26,51
262118645,262118645,2021-10-29,2022-05-11,70,124
43048666,43048666,2021-10-29,2022-05-08,111,585
1340081,1340081,2021-10-29,2022-05-11,11,30
1459136966,1459136966,2021-10-29,2022-05-11,22,126
388236702,388236702,2021-10-29,2022-05-11,15,26
44924821,44924821,2021-10-29,2022-05-11,89,432
1809159,1809159,2021-10-29,2022-05-11,46,327
294950606,294950606,2021-10-29,2022-05-08,83,159
488460339,488460339,2021-10-29,2022-05-11,62,1596
316356541,316356541,2021-10-29,2022-05-11,49,887
10093987,10093987,2021-10-29,2022-05-11,17,30
551555663,551555663,2021-10-29,2022-05-08,98,441
93910393,93910393,2021-10-29,2022-05-11,124,742
8403205,8403205,2021-10-29,2022-05-11,18,30
30904926,30904926,2021-10-29,2022-05-11,18,44
310376570,310376570,2021-10-29,2022-05-11,47,141
397819029,397819029,2021-10-29,2022-05-11,10,39
442352922,442352922,2021-10-29,2022-05-11,22,162
600307,600307,2021-10-29,2022-05-08,78,429
286726951,286726951,2021-10-29,2022-05-11,61,174
215219955,215219955,2021-10-29,2022-05-11,37,110
25891878,25891878,2021-10-29,2022-05-11,22,53
49712561,49712561,2021-10-30,2022-05-11,71,604
172298271,172298271,2021-10-30,2022-05-08,37,87
524686,524686,2021-10-30,2022-05-08,103,767
451950061,451950061,2021-10-30,2022-05-08,124,794
155945434,155945434,2021-10-30,2022-05-08,38,38
1601578,1601578,2021-10-30,2022-05-11,34,150
289207091,289207091,2021-11-02,2022-05-11,15,71
34756997,34756997,2021-11-02,2022-05-11,68,615
4312287,4312287,2021-11-02,2022-05-11,66,417
175048545,175048545,2021-11-02,2022-05-11,36,116
402718071,402718071,2021-11-02,2022-05-11,11,25
627649612,627649612,2021-11-02,2022-05-08,12,21
34944713,34944713,2021-11-02,2022-05-11,10,18
55303640,55303640,2021-11-02,2022-05-11,62,440
37992032,37992032,2021-11-02,2022-05-11,29,72
3346244,3346244,2021-11-02,2022-05-08,41,100
19818247,19818247,2021-11-02,2022-05-08,13,31
44711868,44711868,2021-11-02,2022-05-11,67,278
180971810,180971810,2021-11-02,2022-05-11,34,124
8315859,8315859,2021-11-02,2022-05-08,26,75
363750922,363750922,2021-11-02,2022-05-08,101,262
45447561,45447561,2021-11-02,2022-05-08,39,64
219511687,219511687,2021-11-02,2022-05-08,36,50
34039197,34039197,2021-11-02,2022-05-11,72,184
256086821,256086821,2021-11-02,2022-05-11,101,382
29381250,29381250,2021-11-02,2022-05-11,10,94
51687187,51687187,2021-11-02,2022-05-11,76,118
8115849,8115849,2021-11-02,2022-05-11,13,81
273382850,273382850,2021-11-02,2022-05-08,70,486
11004947,11004947,2021-11-02,2022-05-08,12,17
311481452,311481452,2021-11-02,2022-05-08,23,77
15010338,15010338,2021-11-02,2022-05-08,54,350
37379830,37379830,2021-11-02,2022-05-11,28,59
24362337,24362337,2021-11-02,2022-05-11,34,276
15785192,15785192,2021-11-02,2022-05-11,15,38
197471311,197471311,2021-11-02,2022-05-08,10,17
341398514,341398514,2021-11-02,2022-05-11,107,506
3974124,3974124,2021-11-02,2022-05-08,90,412
15289615,15289615,2021-11-02,2022-05-08,35,324
12101064,12101064,2021-11-02,2022-05-11,97,574
9290853,9290853,2021-11-02,2022-05-11,11,36
52927186,52927186,2021-11-02,2022-05-11,44,67
59406233,59406233,2021-11-02,2022-05-11,21,69
18628088,18628088,2021-11-02,2022-05-11,45,158
39965151,39965151,2021-11-02,2022-05-11,68,411
66072330,66072330,2021-11-02,2022-05-08,49,78
170240624,170240624,2021-11-02,2022-05-08,121,271
21795236,21795236,2021-11-02,2022-05-11,14,34
31884394,31884394,2021-11-02,2022-05-11,20,52
52837479,52837479,2021-11-02,2022-05-11,10,11
35922974,35922974,2021-11-02,2022-05-08,43,106
593973933,593973933,2021-11-02,2022-05-11,81,409
12144574,12144574,2021-11-02,2022-05-11,37,104
12048750,12048750,2021-11-02,2022-05-11,37,54
28544855,28544855,2021-11-02,2022-05-11,10,25
352300145,352300145,2021-11-02,2022-05-08,12,17
358559740,358559740,2021-11-02,2022-05-11,34,187
354753155,354753155,2021-11-02,2022-05-08,103,783
289079664,289079664,2021-11-02,2022-05-11,56,131
171736622,171736622,2021-11-02,2022-05-11,42,418
694231389,694231389,2021-11-02,2022-05-08,14,16
172320503,172320503,2021-11-02,2022-05-08,38,194
21991508,21991508,2021-11-02,2022-05-11,15,47
178459264,178459264,2021-11-02,2022-05-11,16,40
34322463,34322463,2021-11-02,2022-05-08,78,105
198419887,198419887,2021-11-02,2022-05-11,43,148
131259704,131259704,2021-11-02,2022-05-11,13,26
37997417,37997417,2021-11-02,2022-05-08,85,101
7346737,7346737,2021-11-02,2022-05-08,21,46
6658175,6658175,2021-11-02,2022-05-11,19,62
89864194,89864194,2021-11-02,2022-05-11,15,39
11627487,11627487,2021-11-02,2022-05-08,68,389
507251630,507251630,2021-11-02,2022-05-08,72,352
302264978,302264978,2021-11-02,2022-05-11,58,435
82573245,82573245,2021-11-02,2022-05-11,14,32
12323251,12323251,2021-11-02,2022-05-11,106,634
332994826,332994826,2021-11-02,2022-05-11,73,145
1435207305,1435207305,2021-11-02,2022-05-11,39,304
100964888,100964888,2021-11-02,2022-05-08,15,35
5581381,5581381,2021-11-02,2022-05-08,23,56
33697528,33697528,2021-11-02,2022-05-08,22,39
178400425,178400425,2021-11-02,2022-05-11,12,21
16025081,16025081,2021-11-02,2022-05-08,52,66
291245698,291245698,2021-11-02,2022-05-11,17,29
22935670,22935670,2021-11-02,2022-05-11,94,701
1509275606,1509275606,2021-11-02,2022-05-08,24,65
10558311,10558311,2021-11-02,2022-05-11,25,47
485656281,485656281,2021-11-02,2022-05-08,17,25
381946573,381946573,2021-11-02,2022-05-08,25,77
287827245,287827245,2021-11-02,2022-05-11,19,49
319429128,319429128,2021-11-02,2022-05-11,28,170
336767509,336767509,2021-11-02,2022-05-08,54,644
3211493,3211493,2021-11-02,2022-05-11,54,132
7335390,7335390,2021-11-02,2022-05-11,26,108
129273815,129273815,2021-11-02,2022-05-08,79,1531
32352805,32352805,2021-11-02,2022-05-11,16,37
353795871,353795871,2021-11-02,2022-05-11,17,59
1033054551,1033054551,2021-11-02,2022-05-11,16,31
194650711,194650711,2021-11-02,2022-05-11,12,38
404252951,404252951,2021-11-03,2022-05-11,15,34
25001767,25001767,2021-11-03,2022-05-08,54,134
34588362,34588362,2021-11-03,2022-05-11,57,514
234310710,234310710,2021-11-03,2022-05-11,12,28
37200847,37200847,2021-11-03,2022-05-11,10,12
203124077,203124077,2021-11-03,2022-05-11,51,345
15145085,15145085,2021-11-03,2022-05-11,24,59
38598469,38598469,2021-11-03,2022-05-08,105,409
284468428,284468428,2021-11-03,2022-05-11,64,236
100490503,100490503,2021-11-04,2022-05-11,23,57
45532718,45532718,2021-11-04,2022-05-11,31,111
73648472,73648472,2021-11-04,2022-05-11,73,160
44706884,44706884,2021-11-04,2022-05-08,24,73
2481544,2481544,2021-11-04,2022-05-11,12,55
57249033,57249033,2021-11-04,2022-05-08,11,30
62429,62429,2021-11-04,2022-05-11,16,121
4701750,4701750,2021-11-04,2022-05-08,39,89
23100647,23100647,2021-11-04,2022-05-11,20,101
17641159,17641159,2021-11-04,2022-05-08,26,89
38488788,38488788,2021-11-04,2022-05-08,85,662
367996067,367996067,2021-11-04,2022-05-11,31,43
524856797,524856797,2021-11-05,2022-05-11,29,37
430258588,430258588,2021-11-05,2022-05-11,13,26
163227004,163227004,2021-11-05,2022-05-08,11,15
1244956787,1244956787,2021-11-05,2022-05-11,55,232
383994930,383994930,2021-11-05,2022-05-11,46,346
32773824,32773824,2021-11-05,2022-05-08,83,294
10261077,10261077,2021-11-05,2022-05-08,67,115
2283693,2283693,2021-11-05,2022-05-08,113,1108
2106506289,2106506289,2021-11-05,2022-05-08,20,76
80737803,80737803,2021-11-05,2022-05-08,60,92
151462937,151462937,2021-11-05,2022-05-08,75,328
502264547,502264547,2021-11-05,2022-05-08,26,56
364296234,364296234,2021-11-05,2022-05-08,16,17
433950631,433950631,2021-11-05,2022-05-08,48,58
1303506,1303506,2021-11-05,2022-05-08,54,177
395998415,395998415,2021-11-05,2022-05-11,15,43
38344474,38344474,2021-11-05,2022-05-11,95,1889
28929922,28929922,2021-11-06,2022-05-08,13,15
4567247,4567247,2021-11-06,2022-05-11,17,28
280037173,280037173,2021-11-06,2022-05-11,76,1195
21523949,21523949,2021-11-06,2022-05-11,26,252
443041761,443041761,2021-11-06,2022-05-11,15,34
12647370,12647370,2021-11-06,2022-05-08,56,58
436354301,436354301,2021-11-08,2022-05-11,16,51
262284138,262284138,2021-11-09,2022-05-11,40,55
49803292,49803292,2021-11-09,2022-05-08,21,44
6661758,6661758,2021-11-09,2022-05-11,117,287
14083761,14083761,2021-11-10,2022-05-11,24,39
87706620,87706620,2021-11-10,2022-05-11,128,10590
5649842,5649842,2021-11-10,2022-05-11,120,4130
220790934,220790934,2021-11-10,2022-05-11,17,36
2193610,2193610,2021-11-10,2022-05-11,30,40
21380352,21380352,2021-11-10,2022-05-08,59,116
31807536,31807536,2021-11-10,2022-05-08,63,295
23655795,23655795,2021-11-10,2022-05-08,29,40
454966391,454966391,2021-11-10,2022-05-11,10,30
237276780,237276780,2021-11-10,2022-05-11,16,53
1330807377,1330807377,2021-11-10,2022-05-11,87,413
263531228,263531228,2021-11-10,2022-05-08,11,26
3504079,3504079,2021-11-10,2022-05-08,34,71
336659878,336659878,2021-11-10,2022-05-11,57,252
5022052,5022052,2021-11-10,2022-05-08,22,41
95970582,95970582,2021-11-10,2022-05-11,84,209
25771109,25771109,2021-11-10,2022-05-11,23,66
475302671,475302671,2021-11-10,2022-05-08,40,171
2517849,2517849,2021-11-10,2022-05-11,11,71
388181796,388181796,2021-11-10,2022-05-11,12,24
89041163,89041163,2021-11-10,2022-05-11,20,25
3224934,3224934,2021-11-10,2022-05-11,12,18
475361193,475361193,2021-11-11,2022-05-08,59,305
16566683,16566683,2021-11-11,2022-05-08,21,29
9120046,9120046,2021-11-11,2022-05-08,34,110
22889739,22889739,2021-11-11,2022-05-08,33,70
14568652,14568652,2021-11-11,2022-05-08,102,119
12647578,12647578,2021-11-11,2022-05-11,54,204
10730153,10730153,2021-11-11,2022-05-11,12,37
241666457,241666457,2021-11-11,2022-05-08,23,48
6563654,6563654,2021-11-11,2022-05-08,88,335
11650173,11650173,2021-11-11,2022-05-08,60,105
500459637,500459637,2021-11-12,2022-05-08,12,14
14121554,14121554,2021-11-12,2022-05-11,13,24
88131546,88131546,2021-11-12,2022-05-11,51,145
3558917,3558917,2021-11-12,2022-05-11,51,713
28591531,28591531,2021-11-12,2022-05-08,10,13
342175066,342175066,2021-11-12,2022-05-11,16,56
108406031,108406031,2021-11-13,2022-05-11,18,55
44772936,44772936,2021-11-13,2022-05-08,60,142
32768262,32768262,2021-11-13,2022-05-11,13,23
38644167,38644167,2021-11-13,2022-05-08,107,385
1836274,1836274,2021-11-17,2022-05-11,19,232
103163871,103163871,2021-11-17,2022-05-11,49,313
22627754,22627754,2021-11-17,2022-05-11,44,208
29117329,29117329,2021-11-17,2022-05-08,12,53
44682146,44682146,2021-11-17,2022-05-11,14,41
23527054,23527054,2021-11-17,2022-05-08,15,28
11075883,11075883,2021-11-17,2022-05-11,51,234
6673317,6673317,2021-11-17,2022-05-11,78,296
34714747,34714747,2021-11-17,2022-05-08,35,217
41985000,41985000,2021-11-17,2022-05-08,13,16
436987201,436987201,2021-11-17,2022-05-08,63,131
361101913,361101913,2021-11-17,2022-05-08,13,27
3299821,3299821,2021-11-17,2022-05-11,48,196
21379875,21379875,2021-11-17,2022-05-11,22,74
25736775,25736775,2021-11-17,2022-05-08,32,54
1206546812,1206546812,2021-11-17,2022-05-08,45,103
295535269,295535269,2021-11-17,2022-05-11,72,501
32813187,32813187,2021-11-17,2022-05-08,106,1410
427108757,427108757,2021-11-17,2022-05-11,55,517
408193700,408193700,2021-11-17,2022-05-11,23,40
382952397,382952397,2021-11-17,2022-05-11,19,94
2990077,2990077,2021-11-17,2022-05-11,65,160
28124137,28124137,2021-11-17,2022-05-11,86,568
431457791,431457791,2021-11-17,2022-05-11,10,23
404352436,404352436,2021-11-18,2022-05-11,23,82
15263218,15263218,2021-11-18,2022-05-11,23,53
30043850,30043850,2021-11-18,2022-05-08,60,173
36687676,36687676,2021-11-18,2022-05-11,48,151
12714231,12714231,2021-11-18,2022-05-11,35,224
44338899,44338899,2021-11-18,2022-05-08,24,29
9234864,9234864,2021-11-18,2022-05-08,102,189
8352080,8352080,2021-11-18,2022-05-11,21,256
11684870,11684870,2021-11-18,2022-05-11,17,63
26652436,26652436,2021-11-18,2022-05-08,72,259
79721320,79721320,2021-11-18,2022-05-11,24,60
128745750,128745750,2021-11-18,2022-05-11,49,63
26212433,26212433,2021-11-18,2022-05-08,99,309
461789,461789,2021-11-18,2022-05-08,75,303
21205612,21205612,2021-11-18,2022-05-08,73,164
53705419,53705419,2021-11-19,2022-05-11,17,78
243945462,243945462,2021-11-19,2022-05-08,32,44
44690742,44690742,2021-11-19,2022-05-11,104,550
60244865,60244865,2021-11-19,2022-05-08,68,94
23281757,23281757,2021-11-19,2022-05-08,32,42
36718916,36718916,2021-11-19,2022-05-11,14,32
21681588,21681588,2021-11-19,2022-05-11,31,41
433456481,433456481,2021-11-19,2022-05-11,21,149
43671706,43671706,2021-11-19,2022-05-11,65,189
8176292,8176292,2021-11-19,2022-05-11,52,1071
13645526,13645526,2021-11-20,2022-05-08,113,1562
219607329,219607329,2021-11-20,2022-05-11,48,97
393771655,393771655,2021-11-20,2022-05-08,73,183
123151649,123151649,2021-11-20,2022-05-11,76,202
2350593,2350593,2021-11-20,2022-05-11,109,1463
570986,570986,2021-11-20,2022-05-08,17,23
24221105,24221105,2021-11-20,2022-05-11,48,126
6699658,6699658,2021-11-20,2022-05-08,64,108
23741143,23741143,2021-11-20,2022-05-11,18,38
501064,501064,2021-11-24,2022-05-11,53,558
445267792,445267792,2021-11-24,2022-05-08,59,264
11134853,11134853,2021-11-24,2022-05-11,37,5410
30852326,30852326,2021-11-24,2022-05-08,24,36
28666861,28666861,2021-11-24,2022-05-08,31,58
12651758,12651758,2021-11-24,2022-05-11,37,98
345699714,345699714,2021-11-24,2022-05-11,45,206
18193513,18193513,2021-11-24,2022-05-11,61,1349
2287127,2287127,2021-11-24,2022-05-11,16,54
1727028,1727028,2021-11-24,2022-05-11,44,133
13879090,13879090,2021-11-24,2022-05-08,37,68
266752458,266752458,2021-11-24,2022-05-08,28,68
26800141,26800141,2021-11-24,2022-05-08,11,17
290848372,290848372,2021-11-24,2022-05-11,140,5561
9650727,9650727,2021-11-24,2022-05-11,56,504
335937209,335937209,2021-11-24,2022-05-11,15,35
34536241,34536241,2021-11-24,2022-05-11,19,65
2015051,2015051,2021-11-24,2022-05-08,64,198
109679480,109679480,2021-11-24,2022-05-11,16,53
30131134,30131134,2021-11-24,2022-05-11,49,105
259456643,259456643,2021-11-24,2022-05-11,69,469
4947309,4947309,2021-11-24,2022-05-11,37,180
13815844,13815844,2021-11-24,2022-05-08,66,237
353883008,353883008,2021-11-24,2022-05-08,50,77
213907721,213907721,2021-11-24,2022-05-08,47,506
85598912,85598912,2021-11-25,2022-05-08,118,158
451995614,451995614,2021-11-25,2022-05-08,12,19
31755754,31755754,2021-11-25,2022-05-08,25,29
9554421,9554421,2021-11-25,2022-05-11,13,17
286648099,286648099,2021-11-25,2022-05-08,24,24
5047693,5047693,2021-11-25,2022-05-08,64,226
72568625,72568625,2021-11-25,2022-05-11,13,16
419188064,419188064,2021-11-25,2022-05-08,18,49
637787,637787,2021-11-25,2022-05-08,10,19
21373084,21373084,2021-11-25,2022-05-08,33,41
14816760,14816760,2021-11-25,2022-05-08,84,1127
35190194,35190194,2021-11-25,2022-05-11,52,205
2814065,2814065,2021-11-25,2022-05-11,54,265
200367584,200367584,2021-11-25,2022-05-11,64,544
193064306,193064306,2021-11-25,2022-05-11,71,247
140098112,140098112,2021-11-26,2022-05-11,65,486
168732053,168732053,2021-11-26,2022-05-08,19,76
526305380,526305380,2021-11-26,2022-05-08,16,39
22043854,22043854,2021-11-26,2022-05-11,22,32
516335155,516335155,2021-11-26,2022-05-11,21,123
89573134,89573134,2021-11-26,2022-05-08,42,920
13286157,13286157,2021-11-26,2022-05-08,14,187
6270120,6270120,2021-11-26,2022-05-11,15,26
1409522,1409522,2021-11-26,2022-05-11,58,258
5464928,5464928,2021-11-27,2022-05-08,15,30
8164461,8164461,2021-11-27,2022-05-11,14,56
54218851,54218851,2021-11-27,2022-05-11,94,811
12855216,12855216,2021-11-27,2022-05-08,24,39
325155950,325155950,2021-11-27,2022-05-11,23,50
1446549,1446549,2021-11-27,2022-05-11,49,632
259483900,259483900,2021-11-27,2022-05-11,39,143
98952957,98952957,2021-11-27,2022-05-11,15,37
32224198,32224198,2021-11-27,2022-05-11,16,22
9018418,9018418,2021-11-27,2022-05-11,84,351
5928285,5928285,2021-11-27,2022-05-11,10,15
231782932,231782932,2021-11-27,2022-05-11,15,73
25787116,25787116,2021-11-28,2022-05-11,61,1047
12467076,12467076,2021-11-28,2022-05-11,125,1934
461839,461839,2021-11-28,2022-05-11,47,251
88254115,88254115,2021-11-28,2022-05-11,23,44
4508959,4508959,2021-11-28,2022-05-11,88,704
12811716,12811716,2021-11-28,2022-05-08,11,11
18258250,18258250,2021-11-28,2022-05-08,68,224
272041900,272041900,2021-11-28,2022-05-11,28,165
107316114,107316114,2021-11-28,2022-05-11,44,518
3280492,3280492,2021-11-28,2022-05-08,50,86
23175663,23175663,2021-12-01,2022-05-08,34,49
12757953,12757953,2021-12-01,2022-05-08,29,69
150518522,150518522,2021-12-01,2022-05-11,35,457
19130128,19130128,2021-12-01,2022-05-11,64,383
360677750,360677750,2021-12-01,2022-05-11,32,41
110918625,110918625,2021-12-01,2022-05-11,57,395
94887677,94887677,2021-12-01,2022-05-08,109,131
1638018482,1638018482,2021-12-01,2022-05-11,25,110
180263829,180263829,2021-12-01,2022-05-11,13,32
286891516,286891516,2021-12-01,2022-05-11,67,253
3286879,3286879,2021-12-01,2022-05-08,32,54
156582884,156582884,2021-12-01,2022-05-11,25,80
2966491,2966491,2021-12-01,2022-05-11,119,657
